Rank	Dataset	original cut-off	original confidence	original min alignment length	Dataset with max. confidence	cut-off	confidence	min alignment length	sequence number	group number	fasta filename	classification filename
species	Phaffomycetaceae	0.985	0.9324	50	Phaffomycetaceae	0.985	0.9324	50	439	63	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Entrophosporaceae	0.967	0.584	50	All	0.988	0.8276	50	129	11	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Myxotrichaceae	0.982	0.8701	50	Myxotrichaceae	0.982	0.8701	50	92	25	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Fomitopsidaceae	0.988	0.8139	50	All	0.988	0.8276	50	618	112	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Plectosphaerellaceae	0.976	0.9084	50	Plectosphaerellaceae	0.976	0.9084	50	386	35	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Saccharomycetaceae	0.97	0.9452	50	Saccharomycetaceae	0.97	0.9452	50	1716	103	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Cephalothecaceae	0.929	0.9693	50	Cephalothecaceae	0.929	0.9693	50	67	12	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Cunninghamellaceae	0.922	0.8192	50	Mucorales	0.964	0.8795	50	303	58	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Rhizocarpaceae	0.95	0.808	50	All	0.988	0.8276	50	221	44	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Strigulaceae	0.957	0.9412	50	Strigulaceae	0.957	0.9412	50	68	25	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Ophiostomataceae	0.99	0.8543	50	Ophiostomatales	0.99	0.8545	50	656	184	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Pluteaceae	0.984	0.8077	50	All	0.988	0.8276	50	656	160	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Xylariales_fam_Incertae_sedis	0.975	0.851	50	Xylariales_fam_Incertae_sedis	0.975	0.851	50	80	49	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Metschnikowiaceae	0.976	0.8457	50	Saccharomycetales	0.986	0.8893	50	323	56	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Diatrypaceae	0.977	0.8206	50	All	0.988	0.8276	50	554	101	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Botryobasidiaceae	0.975	0.8371	50	Cantharellales	0.972	0.887	50	47	16	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Peltulaceae	0.927	0.9593	50	Peltulaceae	0.927	0.9593	50	41	35	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Drepanopezizaceae	0.917	0.8909	50	Drepanopezizaceae	0.917	0.8909	50	84	14	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Dothideaceae	0.989	0.8807	50	Dothideales	0.989	0.8986	50	143	36	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Trypetheliaceae	0.942	0.9588	50	Trypetheliaceae	0.942	0.9588	50	61	24	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Lophiotremataceae	0.988	0.8472	50	Pleosporales	0.992	0.8495	50	36	24	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Suillaceae	0.986	0.8941	50	Suillaceae	0.986	0.8941	50	676	44	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Coniocybaceae	0.981	0.7605	50	All	0.988	0.8276	50	90	27	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Hypocreales_fam_Incertae_sedis	0.994	0.8786	50	Hypocreales_fam_Incertae_sedis	0.994	0.8786	50	91	51	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Didymosphaeriaceae	0.994	0.8728	50	Didymosphaeriaceae	0.994	0.8728	50	172	75	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Microdochiaceae	0.989	0.8975	50	Microdochiaceae	0.989	0.8975	50	92	23	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Lecanoraceae	0.985	0.7523	50	All	0.988	0.8276	50	1007	228	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Melanconiellaceae	0.986	0.9357	50	Melanconiellaceae	0.986	0.9357	50	56	25	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Mortierellaceae	0.971	0.8328	50	Mortierellaceae	0.971	0.8328	50	425	55	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Auriscalpiaceae	0.985	0.7898	50	All	0.988	0.8276	50	204	39	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Schizoporaceae	0.974	0.8492	50	Schizoporaceae	0.974	0.8492	50	501	102	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Polyporales_fam_Incertae_sedis	0.974	0.8437	50	Polyporales_fam_Incertae_sedis	0.974	0.8437	50	424	89	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Melanommataceae	0.993	0.7966	50	Pleosporales	0.992	0.8495	50	132	46	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Helotiales_fam_Incertae_sedis	0.984	0.8576	50	Helotiales_fam_Incertae_sedis	0.984	0.8576	50	240	104	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Ajellomycetaceae	0.981	0.9295	50	Ajellomycetaceae	0.981	0.9295	50	253	12	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Callistosporiaceae	0.943	0.9421	50	Callistosporiaceae	0.943	0.9421	50	108	18	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Lentitheciaceae	0.984	0.8902	50	Lentitheciaceae	0.984	0.8902	50	89	50	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Marasmiaceae	0.986	0.7806	50	All	0.988	0.8276	50	888	252	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Rickenellaceae	0.967	0.8265	50	All	0.988	0.8276	50	285	37	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Gomphaceae	0.968	0.7981	50	All	0.988	0.8276	50	553	151	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Dermateaceae	0.992	0.9078	50	Dermateaceae	0.992	0.9078	50	232	67	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Cryptococcaceae	0.972	0.924	50	Cryptococcaceae	0.972	0.924	50	269	34	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Sparassidaceae	0.959	0.9185	50	Sparassidaceae	0.959	0.9185	50	111	18	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Cerrenaceae	0.975	0.8229	50	All	0.988	0.8276	50	99	14	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Megasporaceae	0.979	0.7265	50	All	0.988	0.8276	50	411	103	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Periconiaceae	0.988	0.8823	50	Periconiaceae	0.988	0.8823	50	119	23	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Stereaceae	0.987	0.8157	50	All	0.988	0.8276	50	276	78	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Piskurozymaceae	0.972	0.7886	50	Filobasidiales	0.972	0.8666	50	106	14	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Ochrolechiaceae	0.967	0.8503	50	Ochrolechiaceae	0.967	0.8503	50	65	21	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Coniothyriaceae	0.979	0.8214	50	Pleosporales	0.992	0.8495	50	80	35	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Togniniaceae	0.994	0.9077	50	Togniniaceae	0.994	0.9077	50	128	24	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Bondarzewiaceae	0.984	0.7923	50	All	0.988	0.8276	50	144	40	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Helotiaceae	0.983	0.8354	50	Helotiaceae	0.983	0.8354	50	507	122	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Savoryellaceae	0.965	0.8906	50	Savoryellaceae	0.965	0.8906	50	37	22	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Ascomycota_fam_Incertae_sedis	0.955	0.9703	50	Ascomycota_fam_Incertae_sedis	0.955	0.9703	50	102	52	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Pezizaceae	0.989	0.8631	50	Pezizaceae	0.989	0.8631	50	488	157	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Gnomoniaceae	0.992	0.9025	50	Gnomoniaceae	0.992	0.9025	50	229	89	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Coniophoraceae	0.969	0.9719	50	Coniophoraceae	0.969	0.9719	50	179	17	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Lichinaceae	0.945	0.9545	50	Lichinaceae	0.945	0.9545	50	44	17	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Dothidotthiaceae	0.993	0.9138	50	Dothidotthiaceae	0.993	0.9138	50	37	14	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Dothideomycetes_fam_Incertae_sedis	0.975	0.9559	50	Dothideomycetes_fam_Incertae_sedis	0.975	0.9559	50	98	48	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Neocamarosporiaceae	0.979	0.9222	50	Neocamarosporiaceae	0.979	0.9222	50	34	10	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Teratosphaeriaceae	0.99	0.87	50	Teratosphaeriaceae	0.99	0.87	50	642	197	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Candelariaceae	0.975	0.749	50	All	0.988	0.8276	50	172	44	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Sarcoscyphaceae	0.97	0.8295	50	Sarcoscyphaceae	0.97	0.8295	50	140	43	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Hyaloscyphaceae	0.986	0.8133	50	All	0.988	0.8276	50	353	69	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Cucurbitariaceae	0.988	0.8864	50	Cucurbitariaceae	0.988	0.8864	50	100	51	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Malasseziaceae	0.983	0.9561	50	Malasseziaceae	0.983	0.9561	50	456	13	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Gloeophyllaceae	0.956	0.872	50	Gloeophyllaceae	0.956	0.872	50	145	24	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Physciaceae	0.986	0.7093	50	All	0.988	0.8276	50	688	180	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Melampsoraceae	0.986	0.7582	50	Pucciniomycetes	0.985	0.8351	50	100	26	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Meruliaceae	0.977	0.8162	50	All	0.988	0.8276	50	596	110	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Lopadostomataceae	0.966	0.9289	50	Lopadostomataceae	0.966	0.9289	50	51	13	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Cenangiaceae	0.962	0.9256	50	Cenangiaceae	0.962	0.9256	50	78	29	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Muyocopronaceae	0.988	0.9096	50	Muyocopronaceae	0.988	0.9096	50	62	24	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Sebacinaceae	0.949	0.6708	50	All	0.988	0.8276	50	93	22	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Clavariaceae	0.978	0.7912	50	All	0.988	0.8276	50	393	115	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Collemataceae	0.975	0.8277	50	Collemataceae	0.975	0.8277	50	190	43	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Lophiostomataceae	0.995	0.7749	50	Pleosporales	0.992	0.8495	50	134	76	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Pleurotheciaceae	0.982	0.8891	50	Pleurotheciaceae	0.982	0.8891	50	77	42	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Geoglossaceae	0.955	0.746	50	All	0.988	0.8276	50	166	51	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Gelatinodiscaceae	0.943	0.7801	50	All	0.988	0.8276	50	57	17	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Chlorociboriaceae	0.944	0.9647	50	Chlorociboriaceae	0.944	0.9647	50	62	25	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Celotheliaceae	0.985	0.8482	50	Celotheliaceae	0.985	0.8482	50	126	26	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Pannariaceae	0.987	0.8352	50	Pannariaceae	0.987	0.8352	50	195	88	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Acaulosporaceae	0.963	0.7746	50	All	0.988	0.8276	50	231	33	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Mrakiaceae	0.984	0.8731	50	Cystofilobasidiales	0.984	0.8807	50	227	24	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Tephromelataceae	0.973	0.885	50	Tephromelataceae	0.973	0.885	50	200	22	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Bolbitiaceae	0.984	0.8092	50	All	0.988	0.8276	50	365	146	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Trichomonascaceae	0.987	0.9288	50	Trichomonascaceae	0.987	0.9288	50	297	109	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Distoseptisporaceae	0.981	0.8903	50	Distoseptisporaceae	0.981	0.8903	50	64	35	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Hysteriaceae	0.979	0.6993	50	Dothideomycetes	0.99	0.8471	50	57	26	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Teichosporaceae	0.99	0.9097	50	Teichosporaceae	0.99	0.9097	50	48	25	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Colacogloeaceae	0.955	0.9542	50	Colacogloeaceae	0.955	0.9542	50	58	14	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Gymnosporangiaceae	0.978	0.9451	50	Gymnosporangiaceae	0.978	0.9451	50	41	14	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Trichotheliaceae	0.978	0.9152	50	Trichotheliaceae	0.978	0.9152	50	33	15	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Podosporaceae	0.993	0.8481	50	Sordariales	0.991	0.8601	50	127	51	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Myrotheciomycetaceae	0.983	0.879	50	Myrotheciomycetaceae	0.983	0.879	50	101	14	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Clavariadelphaceae	0.979	0.7406	50	All	0.988	0.8276	50	62	14	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Entylomataceae	0.996	0.8539	50	Entylomataceae	0.996	0.8539	50	102	52	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Hyaloriaceae	0.97	0.8961	50	Hyaloriaceae	0.97	0.8961	50	124	35	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Backusellaceae	0.977	0.8715	50	Mucorales	0.964	0.8795	50	89	26	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Acarosporaceae	0.979	0.648	50	All	0.988	0.8276	50	424	112	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Endoraeciaceae	0.966	0.9596	50	Endoraeciaceae	0.966	0.9596	50	33	13	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Phyllachoraceae	0.921	0.9237	50	Phyllachoraceae	0.921	0.9237	50	68	34	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Elaphomycetaceae	0.973	0.9468	50	Elaphomycetaceae	0.973	0.9468	50	78	33	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Pyrenulaceae	0.975	0.7757	50	Eurotiomycetes	0.986	0.8481	50	117	47	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Porotheleaceae	0.977	0.9596	50	Porotheleaceae	0.977	0.9596	50	40	12	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Paxillaceae	0.985	0.8643	50	Paxillaceae	0.985	0.8643	50	209	29	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Cyphellaceae	0.96	0.981	50	Cyphellaceae	0.96	0.981	50	86	13	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Trichomeriaceae	0.988	0.9443	50	Trichomeriaceae	0.988	0.9443	50	109	36	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Tubariaceae	0.96	0.8901	50	Tubariaceae	0.96	0.8901	50	227	43	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Pucciniales_fam_Incertae_sedis	0.945	0.9703	50	Pucciniales_fam_Incertae_sedis	0.945	0.9703	50	118	17	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Gomphidiaceae	0.988	0.9282	50	Gomphidiaceae	0.988	0.9282	50	153	24	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Dictyosporiaceae	0.989	0.8759	50	Dictyosporiaceae	0.989	0.8759	50	93	60	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Bulleribasidiaceae	0.99	0.8066	50	Tremellomycetes	0.984	0.8576	50	278	79	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Leotiaceae	0.963	0.7722	50	All	0.988	0.8276	50	68	12	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Tarzettaceae	0.974	0.8595	50	Tarzettaceae	0.974	0.8595	50	109	32	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Discinellaceae	0.959	0.8306	50	Discinellaceae	0.959	0.8306	50	211	30	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Melanconidaceae	0.989	0.8994	50	Melanconidaceae	0.989	0.8994	50	55	15	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Microbotryaceae	0.989	0.8974	50	Microbotryaceae	0.989	0.8974	50	131	41	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Morosphaeriaceae	0.989	0.9466	50	Morosphaeriaceae	0.989	0.9466	50	33	20	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Sordariaceae	0.987	0.8856	50	Sordariaceae	0.987	0.8856	50	37	10	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Coryneliaceae	0.987	0.8801	50	Coryneliales	0.987	0.8879	50	43	20	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Sarcosomataceae	0.969	0.8795	50	Sarcosomataceae	0.969	0.8795	50	147	35	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Albatrellaceae	0.973	0.8709	50	Albatrellaceae	0.973	0.8709	50	117	27	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Phakopsoraceae	0.957	0.9907	50	Phakopsoraceae	0.957	0.9907	50	144	12	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Nidulariaceae	0.995	0.7925	50	All	0.988	0.8276	50	133	31	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Niessliaceae	0.983	0.672	50	All	0.988	0.8276	50	103	32	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Dacrymycetaceae	0.954	0.9197	50	Dacrymycetes	0.96	0.9406	50	71	26	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Rhizopogonaceae	0.991	0.8032	50	Boletales	0.985	0.8581	50	603	44	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Graphiaceae	0.994	0.958	50	Graphiaceae	0.994	0.958	50	37	11	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Venturiaceae	0.989	0.8675	50	Venturiaceae	0.989	0.8675	50	121	21	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Microbotryomycetes_fam_Incertae_sedis	0.969	0.8767	50	Microbotryomycetes_fam_Incertae_sedis	0.969	0.8767	50	137	27	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Diploschistaceae	0.983	0.8455	50	Diploschistaceae	0.983	0.8455	50	86	31	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Tilletiaceae	0.991	0.8249	50	All	0.988	0.8276	50	204	56	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Cronartiaceae	0.986	0.8327	50	Pucciniomycetes	0.985	0.8351	50	53	13	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Psoraceae	0.945	0.8384	50	Psoraceae	0.945	0.8384	50	221	42	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Uromycladiaceae	0.972	0.8231	50	Pucciniomycetes	0.985	0.8351	50	55	11	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Tympanidaceae	0.986	0.8949	50	Tympanidaceae	0.986	0.8949	50	79	41	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Lepidostromataceae	0.962	1.0	50	Lepidostromataceae	0.962	1.0	50	31	12	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Panaceae	0.962	0.8113	50	All	0.988	0.8276	50	67	15	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Phaeotremellaceae	0.982	0.8281	50	Tremellomycetes	0.984	0.8576	50	34	14	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Corticiaceae	0.966	0.8836	50	Corticiaceae	0.966	0.8836	50	314	38	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Vibrisseaceae	0.963	0.9438	50	Vibrisseaceae	0.963	0.9438	50	36	12	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Umbilicariaceae	0.986	0.7397	50	All	0.988	0.8276	50	353	74	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Pseudoclitocybaceae	0.981	0.9457	50	Pseudoclitocybaceae	0.981	0.9457	50	82	18	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Pleosporales_fam_Incertae_sedis	0.954	0.8797	50	Pleosporales_fam_Incertae_sedis	0.954	0.8797	50	74	33	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Lasiosphaeriaceae	0.993	0.7835	50	Sordariales	0.991	0.8601	50	69	38	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Hericiaceae	0.972	0.9243	50	Hericiaceae	0.972	0.9243	50	137	23	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Tubeufiaceae	0.988	0.8766	50	Tubeufiaceae	0.988	0.8766	50	271	157	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Pilocarpaceae	0.953	0.8898	50	Pilocarpaceae	0.953	0.8898	50	125	70	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Boletales_fam_Incertae_sedis	0.985	0.9088	50	Boletales_fam_Incertae_sedis	0.985	0.9088	50	72	12	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Radulomycetaceae	0.966	0.8369	50	Radulomycetaceae	0.966	0.8369	50	39	10	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Bulleraceae	0.969	0.9433	50	Bulleraceae	0.969	0.9433	50	65	21	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Arthoniaceae	0.963	0.9309	50	Arthoniaceae	0.963	0.9309	50	41	23	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Elsinoaceae	0.994	0.8876	50	Myriangiales	0.994	0.8971	50	60	28	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Phacidiaceae	0.987	0.7706	50	All	0.988	0.8276	50	47	11	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Cordieritidaceae	0.965	0.9437	50	Cordieritidaceae	0.965	0.9437	50	43	27	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Auriculariales_fam_Incertae_sedis	0.958	0.9006	50	Auriculariales_fam_Incertae_sedis	0.958	0.9006	50	74	39	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Icmadophilaceae	0.948	0.957	50	Icmadophilaceae	0.948	0.957	50	83	23	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Roccellaceae	0.976	0.859	50	Arthoniales	0.976	0.8722	50	335	90	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Halosphaeriaceae	0.95	0.7902	50	Microascales	0.982	0.8457	50	119	37	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Dacryobolaceae	0.986	0.818	50	All	0.988	0.8276	50	202	35	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Lindgomycetaceae	0.992	0.924	50	Lindgomycetaceae	0.992	0.924	50	34	18	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Valsaceae	0.984	0.7834	50	All	0.988	0.8276	50	50	19	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Pterulaceae	0.973	0.8704	50	Pterulaceae	0.973	0.8704	50	61	24	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Xenasmataceae	0.984	0.8185	50	All	0.988	0.8276	50	40	12	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Microstromatales_fam_Incertae_sedis	0.984	0.9048	50	Microstromatales_fam_Incertae_sedis	0.984	0.9048	50	32	11	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Catillariaceae	0.98	0.9423	50	Catillariaceae	0.98	0.9423	50	77	26	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Myrmecridiaceae	0.97	0.735	50	All	0.988	0.8276	50	44	17	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
